bnum	eg	name	description	0.11/0.11_rel_mrna	0.21/0.11_rel_mrna	0.31/0.11_rel_mrna	0.4/0.11_rel_mrna	0.48/0.11_rel_mrna	0.11/0.11_rel_prot	0.21/0.11_rel_prot	0.25/0.11_rel_prot	0.31/0.11_rel_prot	0.4/0.11_rel_prot	0.48/0.11_rel_prot	0.11_abs_mrna	0.21_abs_mrna	0.31_abs_mrna	0.4_abs_mrna	0.48_abs_mrna	0.11_abs_prot	0.21_abs_prot	0.31_abs_prot	0.4_abs_prot	0.48_abs_prot
b2927	eg10368	epd	epd erythrose-4-p dehydrogenase	1	0.870550563				1	1.112043296	0	1.393718366	1.609118921	1.928101687						1.05E+15	1.26E+15	5.31E+14	1.03E+15	
b2437	eg12190	eutr		1	0.993092495	0.664342907	0.624165274																	
b3289	eg12163	rsmb	rsmb 16s rrna m(5)c967 methyltransferase, sam-dependent	1	1.602139755	1.366040257	1.494849249	1.945309895	1	0.896793419	0.9235334	0.918690699	1.171784958	1.236338271							7.12E+14	7.08E+14	7.17E+14	6.60E+14
b4621	eg14350	yjbs																						
b0163	eg12336	yaeh	yaeh function unknown	1	1.117287138	0.926588062	0.870550563		1	0.84352837	0.712327855	0.674431901	0.543824408	0.479893072	9.28E+11	1.81E+12	1.43E+12			1.21E+16	1.18E+16	1.09E+16	1.02E+16	1.15E+16
b2570	eg13178	rsec		1	0.817902059	0.664342907	0.641712949	0.763129604							6.67E+11	8.28E+11								
b3647	eg11334	ligb																						
b4391	eg12343	yjjk	yjjk putative abc transporter, atp-binding protein	1	0.784584098	1.257013375	1.248330549	1.021012126	1	0.999567964	1.105797193	1.175575526	1.222325345	1.008255592	3.16E+11	3.08E+11	8.57E+11	9.82E+11	1.02E+12	7.47E+15	4.87E+15	4.88E+15	5.11E+15	4.85E+15
b0228	eg13150	yafm		1				0.926588062																
b2294	eg14105	yfbu	yfbu cell death gene, function unknown	1	0.864537231	1.515716567	1.515716567	1.328685814	1	1.001246686	1.00253779	1.140206389	1.198913868	1.208873844	7.79E+11	9.40E+11	2.60E+12	3.26E+12	3.86E+12	1.08E+16	8.50E+15	9.61E+15	6.31E+15	9.59E+15
b0296	eg14326	ykgm																			1.52E+15			
b2404	eg30056	lysv																						
b0901	eg12702	ycak																				1.16E+15	2.47E+15	9.69E+14
b0021	eg60002																							
b1657	eg13950	ydhp		1		1.140763716	1.057018041	1.515716567																
b4269	eg11436	yjgb	yjgb function unknown	1	0.795536484	0.687770909	0.624165274	0.659753955	1	0.662867249	0.558326803	0.514188175	0.511626309	0.583428675	3.39E+11		4.98E+11	5.48E+11	7.77E+11	3.39E+15	2.80E+15	9.30E+14	1.28E+15	1.86E+15
b1027	eg60024			1	0.441351498	0.469761375	0.496546248	0.411795509							1.17E+12									
b0103	eg12312	coae	coae dephospho-coa kinase	1	0.641712949	0.852634892	0.817902059	0.742261785	1		0	0.758365242	0.636306224		4.67E+11		7.48E+11	9.67E+11				3.00E+15		
b2143	eg10137	cdd	cdd cytidine deaminase	1	0.659753955	0.763129604	0.659753955	0.835087919	1	0.57253469	0.355738416	0.336493085	0.35677792	0.273128367						3.22E+15	3.82E+15	2.66E+15	1.18E+15	2.18E+15
b2539	eg13457	hcaf		1	1.00695555	0.757858283	0.726986259	0.632878297																
b1172	eg14415	ymgg		1	0.986232704																	5.18E+15		
b0314	eg10112	bett		1	1.125058485	0.870550563	0.840896415	0.895025071																
b3950	eg11909	frwb																						
b0130	eg11749	yade																						
b0178	eg10455	skp	skp periplasmic molecular chaperone for outer membrane proteins	1	1.231144413	0.993092495	0.959264119	1.101905116	1	1.03771051	0.868317832	0.956591133	0.983261989	1.091075217	3.13E+12	5.28E+12	5.75E+12	8.11E+12	1.08E+13	7.58E+15	1.10E+16	9.06E+15	7.53E+15	8.46E+15
b2753	eg10488	iap																						
b4035	eg10558	malk	malk maltose transport complex, atp-binding subunit	1	1.866065983	1.079228237	0.858565436		1	1.345015823	1.873039057	1.273120801	0.734429908	0.230011878						5.33E+15	2.89E+15	4.25E+15	2.15E+15	3.85E+15
b0648	eg13651	ybeu																						
b2530	eg12677	iscs	iscs cysteine desulfurase used in synthesis of fe-s clusters and 4-thiouridine	1	0.716977624	0.835087919	0.726986259	0.590496331	1	1.152631179	1.18190869	1.223945794	1.163006737	1.129148991	1.39E+12	1.69E+12	1.95E+12	2.66E+12	2.85E+12	9.37E+15	7.41E+15	5.54E+15	6.90E+15	9.30E+15
b0110	eg10041	ampd	ampd 1,6-anhydro-n-acetylmuramyl-l-alanine amidase, zn-dependent	1	1.117287138	0.864537231	0.823591017	0.895025071	1				0.977330849	1.206371994	4.17E+11	6.75E+11				1.26E+15	1.50E+15	2.31E+15	3.03E+15	1.07E+15
b4246	eg11279	pyrl																						
b0188	eg13220	tils	tils trna(ile) lysidine (l34) synthase, atp-dependent	1	0.702222438	0.993092495	1	1.064370182	1		0.845511156			0.905468086						4.67E+14		1.27E+14	1.08E+15	4.26E+14
b1863	eg10925	ruvc		1	1.8276629		1.670175839	1.879045498																
b4191	eg12491	ular	ular repressor for the l-ascorbate utilization (ula) divergon	1	1.132883885	1.109569472	1.109569472	1.086734863	1	1.044719688	1.205116477	1.678029917	1.054940164	0.862574256							7.96E+14	1.02E+15	3.56E+14	5.35E+14
b1481	eg14301	bdm																						
b4187	eg11811	aidb		1	1.021012126	0.858565436	0.870550563	0.965936329																
b2740	eg13108	ygbn		1	0.659753955	0.607097442	0.578344092	0.582366793																
b3988	eg10895	rpoc	rpoc rna polymerase, beta' subunit	1	1.464085696	1.042465761	1.049716684	1.172834949	1	1.028784104	1.22829264	1.24250233	1.232656432	1.251484695	2.59E+11	5.59E+11	6.19E+11	7.23E+11	9.62E+11	1.55E+15	9.28E+15	3.05E+15	3.82E+15	3.60E+15
b2016	eg13393	yeez	yeez function unknown	1	1.086734863	0.979420298	1.021012126	1.035264924	1	1.011825014	0.980912958	0.953783595	0.905004041	0.996382835	6.66E+11	9.63E+11				3.49E+15	4.68E+15	1.74E+15	4.13E+15	3.79E+15
b4046	eg11929	zur	zur repressor for znuabc, the zinc high-affinity transport genes	1	1.248330549	1.132883885	1.132883885	1.214194884	1	0.68968552	0.531482611	0.771462266	0.520983575	0.610809444						3.88E+15	3.59E+15	3.67E+15	1.57E+15	3.23E+15
b1288	eg11528	fabi	fabi enoyl-acp reductase, nadh dependent	1	0.707106781	1.222640278	1.292352831	1.433955248	1	0.94949692	0.959515255	0.984613386	1.119094196	1.452710965	7.66E+11	6.22E+11	2.17E+12	2.45E+12	3.81E+12	1.80E+16	1.49E+16	1.62E+16	1.23E+16	1.38E+16
b2923	eg11159	argo		1	0.692554734	1.164733586	1.180992661	1.404444876																
b0970	eg11113	ycca		1	0.697371833	1.205807828	1.164733586	1.071773463							8.74E+11	6.52E+11	2.44E+12	2.78E+12	2.89E+12					
b1359	eg13363	ydau																						
b1098	eg12302	tmk	tmk thymidylate kinase	1	1.125058485	0.979420298	1.042465761	1.064370182	1	1.011254189	1.000238086	1.045963937	1.148481918	1.329760519	7.41E+11	1.09E+12			1.10E+12	1.29E+15	1.54E+15	2.94E+15	1.44E+15	2.28E+15
b2135	eg12016	yohc		1	0.683020128	0.266092546	0.192109398	0.143587294							6.80E+11	1.04E+12								
b2890	eg10552	lyss	lyss lysine--trna ligase, constitutive	1	1.140763716				1	1.246130236	1.388707409	1.383292469	1.550097357	1.58698233						8.23E+15	8.64E+15	1.04E+16	7.42E+15	8.96E+15
b3347	eg12900	fkpa	fkpa periplasmic peptidylprolyl cis,trans isomerase	1	1.00695555	1.464085696	1.547564994	1.580082624	1	1.08865317	1.089674103	1.166585955	1.287920501	1.346858584	3.45E+11	5.05E+11	5.65E+11			7.74E+15	7.80E+15	7.13E+15	3.30E+15	6.45E+15
b2204	eg12062	naph		1	0.784584098	0.602903914	0.602903914	0.692554734																
b2024	eg10444	hisa	hisa 1-(5'-phosphoribosyl)-5-[(5'-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	1	1.569168196	1.658639092	1.717130873	2.234574276	1	1.224655692	1.590032645	1.791073223	1.861078578	2.617555222	4.49E+11	1.30E+12	1.33E+12	1.70E+12	2.68E+12	6.68E+15	5.52E+15	7.31E+15	3.74E+15	6.75E+15
b0137	eg12326	yadl																						
b4253	eg12531	yjgl																			1.61E+14			
b4297	eg12549	yjhg		1		0.637280314	0.586417475	0.453759578																
b2065	eg11418	dcd	dcd dctp deaminase	1	1.101905116	1.117287138	1.071773463	0.952637998	1	1.186405502	1.189239476	1.215295351	0.98182868	0.868056976	6.10E+11	1.06E+12	1.17E+12	1.42E+12	1.58E+12	7.13E+15	2.72E+15	5.53E+15	2.33E+15	6.56E+15
b4165	eg30041	glyy																						
b1353	eg12154	sieb																						
b0908	eg10073	aroa	aroa 5-enolpyruvyl shikimate-3-phosphate synthase	1	0.965936329	1.670175839	1.958840595	3.052518418	1	1.037532174	1.160614525	1.304762101	1.537113048	2.270577785	3.14E+11	4.14E+11	1.15E+12	1.51E+12	2.88E+12	5.23E+15	5.32E+15	5.73E+15	6.86E+15	6.66E+15
b2049	eg10161	cpsb		1	1.164733586	0.959264119	1	1.109569472																
b0575	eg12367	cusa	cusa silver and copper efflux, membrane transporter	1	1.931872658	0.888842681	0.812252396	0.952637998	1	1.398203043	0	1.250235752	1.020490064	0.653618062		1.33E+11				7.58E+14	1.53E+15	1.09E+15	8.89E+14	1.26E+15
b4000	eg10466	hupa	hupa histone-like protein hu-alpha, hu-2	1	0.732042848	0.933032992	0.870550563	0.77916458	1	1.037388166	1.027025461	1.07110536	1.076556737	1.073437986	8.44E+12	1.09E+13	1.53E+13	1.91E+13	2.46E+13	3.32E+16	2.52E+16	3.25E+16	3.26E+16	2.09E+16
b3166	eg11177	trub	trub trna u55 pseudouridine synthase	1	2.099433367	1.424050196	1.658639092	1.931872658	1	1.19389661	1.006005839	1.371135857	1.279338238		2.81E+11	8.45E+11	8.21E+11	1.01E+12	1.63E+12	6.19E+14	2.73E+14	7.87E+14	6.07E+14	
b0379	eg14279	yaiy																						
b3544	eg10248	dppa	dppa dipeptide/heme transport, periplasmic binding protein	1	1.205807828	0.870550563	0.61985385	0.384218795	1	1.022725452	1.074385881	0.964373057	0.768415901	0.46273809	2.11E+12	2.83E+12	2.85E+12	3.21E+12	3.18E+12	9.16E+15	1.15E+16	7.29E+15	7.28E+15	6.88E+15
b1289	eg12653	ycjd		1	1.366040257	0.664342907	0.655196702	0.757858283																
b4026	eg11923	yjbe		1			0.668963777	0.737134609																
b1057	eg12659	ycej																						
b3309	eg10884	rplx	rplx 50s ribosomal subunit protein l24	1	0.895025071	1.375541818	1.613283518	2.4794154	1	1.046002863	1.007603645	1.260685378	1.512360574	1.504166433	6.90E+12	1.10E+13	2.18E+13	3.12E+13	4.42E+13	1.05E+16	1.97E+16	1.20E+16	1.37E+16	6.67E+15
b4328	eg12567	iada		1	1.205807828			1.366040257																
b0378	eg13608	yaiw	yaiw required for swarming phenotype, probable lipoprotein	1	0.979420298	1.079228237	1.125058485	1.00695555	1	0.90418277	11.38991425	0.997785995	0.827715453							4.10E+14	9.25E+14			1.36E+14
b3336	eg10113	bfr	bfr bacterioferritin	1	0.852634892	0.628506687	0.52850902		1	0.901604284	0.862453762	0.737946485	0.779831529	0.930510858	2.91E+12	3.19E+12	3.83E+12	3.94E+12		5.10E+15	6.72E+15	1.03E+16	6.12E+15	7.12E+15
b0817	eg13322	mntr	mntr mn(2+)-responsive transcriptional repressor of mnth	1	0.876605721	1.01395948	1.042465761	1.035264924	1	1.138153307	0	1.098090749	1.150596645	1.401018912	6.19E+11					2.68E+15	1.80E+15	1.48E+15		2.15E+15
b0619	eg13646	dpib		1				1.394743666																
b2215	eg10670	ompc	ompc outer membrane porin c	1	0.888842681		0.742261785	1.01395948	1	0.953951371	0.634890868	0.589139972	0.568381837	0.381035136	3.18E+12	3.00E+12		7.61E+12	1.00E+13	3.68E+16	4.41E+16			
b1312	eg13913	ycjp		1	1.117287138																			
b1875	eg13405	yecm	yecm function unknown, low abundance protein	1	0.790041312	0.858565436	0.858565436	0.846745312	1	0.835425856	0.768444285	0.785818685	0.715756709	0.856303336						3.15E+15	3.31E+15	2.31E+15	2.78E+15	3.42E+15
b2272	eg14097	yfbm																						
b3690	eg11714	cbra																						
b3038	eg11165	ygic	ygic function unknown	1	1.214194884	1.125058485	1.132883885	0.959264119	1	0.934321965	1.115166841	0.905200958	0.852551164	0.767335976	3.68E+11	5.80E+11	4.40E+11	4.74E+11		1.05E+15		6.91E+14	6.15E+14	1.22E+15
b3858	eg11830	yihd	yihd function unknown	1	1.356604327	1.474269217	1.526259209	1.879045498	1	1.111268248	1.16173555	1.067414645	1.089730433	1.222975217	9.23E+11	1.57E+12	2.18E+12	2.78E+12	3.76E+12	1.06E+16		7.73E+15	9.91E+15	8.82E+15
b1013	eg12301	rutr	rutr repressor for divergent rut operon	1	0.986232704	1.094293701	1.132883885	1.125058485	1		0	1.035265569	0.971631885	1.111250474						1.97E+15		5.82E+14	1.90E+15	2.08E+15
b2429	eg14163	murp		1	0.91383145	0.692554734	0.594603558																	
b1478	eg12622	adhp	adhp ethanol-active dehydrogenase/acetaldehyde-active reductase	1	0.624165274	0.558643569	0.426317446	0.438302861							5.78E+11	4.99E+11	6.33E+11	6.31E+11	8.09E+11		5.28E+14	1.43E+15	1.15E+15	
b2325	eg14115	yfcl		1		1.2397077	1.319507911		1	1.763557009	1.540998146	1.568399746	2.231832376	3.35510612								1.62E+16		
b4314	eg10308	fima		1	1.310393404	0.846745312	1.189207115	1.515716567							1.63E+12	3.29E+12	3.08E+12	5.06E+12	8.36E+12					
b1415	eg10035	alda	alda aldehyde dehydrogenase, nad-dependent	1	1.148698355	0.332171454	0.179244406	0.042101049							6.54E+12	2.51E+12	3.92E+12	2.96E+12	1.20E+12	2.13E+16	1.69E+16	1.39E+16	9.11E+15	6.71E+15
b4126	eg12466	yjdi		1	0.986232704	0.933032992	1.035264924	1.01395948	1					0.70882581	1.28E+12		2.59E+12	2.92E+12	4.47E+12					
b0339	eg10176	cynt		1			0.341510064																	
b2531	eg13397	iscr	iscr transcriptional repressor for isc operon	1	0.435275282	0.702222438	0.628506687	0.406126198	1	1.164912088	1.146513964	1.101405976	0.979765557	0.845120187	3.70E+12	2.18E+12	4.92E+12	5.84E+12	4.95E+12	5.61E+15	8.84E+15	4.19E+15	3.93E+15	3.73E+15
b4016	eg10026	acek	acek isocitrate dehydrogenase kinase/phosphatase	1	1.231144413	0.659753955	0.586417475	0.466516496	1	0.928068086	0	0.586722813		0.297015885	2.38E+11	6.10E+11				1.16E+15	1.02E+15	1.25E+14	7.17E+14	1.77E+15
b0398	eg11094	sbcd		1	0.594603558	0.986232704	1.028113827	1.021012126																5.24E+14
b0647	eg13650	ybet																						
b4457	eg31134	csrc		1	1.021012126	1.394743666	1.292352831	1.515716567							7.68E+12	1.62E+13	1.81E+13	2.37E+13	3.49E+13					
b2706	eg10972	gutm		1	0.77916458	0.668963777	0.716977624																	
b2953	eg12981	yggu	yggu function unknown	1	0.920187651	1.580082624	1.717130873	1.945309895			0.932384051				1.03E+12		3.18E+12	4.39E+12	5.58E+12		1.58E+15	1.46E+15	1.35E+15	
b0326	eg13596	yahl																						
b4463	eg13128	ygcu																						
b0009	eg11511	mog	mog molybdochelatase incorporating molybdenum into molybdopterin	1	0.933032992	0.986232704	1.035264924	0.870550563	1	0.897356018	0.936213726	0.925793194	0.776773538	0.727307471						9.54E+14		1.40E+15		
b1272	eg10956	sohb	sohb multicopy suppressor of htra(degp)	1	1.140763716	1.414213562	1.424050196	1.536875181	1	1.154252242	1.164848219	1.389780086	1.483792123	1.601566209	2.46E+11	3.72E+11	5.24E+11	6.02E+11	9.88E+11	3.66E+15	3.72E+15	2.95E+15	2.16E+15	3.06E+15
b2246	eg14084	yfav																						
b4036	eg10528	lamb	lamb maltoporin, maltose high-affinity uptake system	1	2.143546925	1.624504793	0.959264119	0.108067154	1	1.321411472	1.427726825	1.277311885	0.729808221	0.177299718	1.17E+12	3.83E+12	2.98E+12	2.94E+12		1.05E+16	8.21E+15	1.01E+16	6.38E+15	4.13E+15
b2806	eg11794	ygde	ygde putative sam-dependent methyltransferase	1	0.852634892				1	1.083394212	1.10376364	1.123733001	1.064369894	1.023965631						1.73E+15	4.30E+15	2.69E+15	2.02E+15	2.03E+15
b2766	eg13121	ygcn		1	0.986232704	0.558643569																		
b1256	eg11124	ompw	ompw outer membrane protein w	1	1.049716684	0.773782497	0.570381858	0.641712949	1	1.115254097	0.94092827	0.731571217	0.416277785	0.193620849	5.79E+11	8.20E+11	9.20E+11		1.14E+12		4.28E+15	4.75E+15	3.66E+15	2.28E+15
b1826	eg14383	mgrb		1	1.892115293	1.274560627	1.404444876	1.717130873																
b0799	eg11357	ding		1	1.536875181		0.952637998																	
b4176	eg12482	yjet		1		0.959264119																		
b2841	eg10056	arae		1	1.094293701	1.01395948	0.823591017																	
b0350	eg14274	mhpd		1		0.466516496	0.562529242	0.524858342																
b2151	eg10365	gals		1	1.337927555	0.823591017	0.742261785																	
b4309	eg12561	yjhs		1		0.952637998	0.870550563																	
b0992	eg13234	yccm		1				1.705269784																
b3273	eg30103	thrv																						
b2235	eg10661	nrdb	nrdb ribonucleoside diphosphate reductase, subunit beta	1	1.375541818	1.602139755	1.580082624	1.753211443	1	1.004951432	1.115754206	1.279832647	1.361991476	1.259614456	2.32E+11	5.07E+11	8.24E+11	8.72E+11	1.32E+12	2.04E+15	3.18E+15	2.49E+15	3.61E+15	2.36E+15
b1692	eg11234	ydib																						
b0788	eg13670	ybhn		1	0.979420298	0.882702996	0.876605721	0.888842681																
b1747	eg13998	asta		1	1.602139755	0.524858342	0.386891248	0.295248165																
b1812	eg10683	pabb	pabb sulfonamide resistance	1	0.876605721																2.12E+15		6.90E+14	
b1787	eg13497	yeak	yeak function unknown, homologous to ybak and an insertion domain in pros	1	1.292352831	1.753211443	1.693490625	1.635804117	1	1.19384386	1.406297629	1.397403766	1.452505775	1.646119962			8.53E+11	9.94E+11	1.27E+12	5.15E+15	5.01E+15	4.36E+15	5.36E+15	3.53E+15
b3293	eg11970	yhdn		1	1.109569472	0.933032992	0.920187651	0.959264119							9.70E+11	1.56E+12								8.99E+14
b3624	eg11426	rfaz		1	3.249009585	2.639015822	3.182145935	4																
b2159	eg10651	nfo	nfo ap endodeoxyribonuclease iv	1	0.986232704	1.109569472	1.028113827	1.071773463	1	0.940448333	1.335401433	1.361207977	1.378411203	1.403321896	2.73E+11		5.65E+11	6.57E+11		8.08E+14	1.62E+15	2.09E+15	1.48E+15	1.94E+15
b3301	eg10876	rplo	rplo 50s ribosomal subunit protein l15	1	1.197478705	1.414213562	1.301341855	2.070529848	1	1.095569146	1.050499401	1.395266405	1.639896591	1.732412704	7.05E+12	1.40E+13	1.60E+13	2.17E+13	3.33E+13	3.55E+16	3.36E+16	3.61E+16	3.76E+16	3.06E+16
b0311	eg10109	beta		1	1.028113827	0.858565436	0.852634892	0.933032992																
b1011	eg13858	rutb																						
b2033	eg11984	wbbj	wbbj involved in lipopolysaccharide biosynthesis, possible o-acetyltransferase	1	2.219138944	1.635804117	1.866065983	2.657371628	1	1.332998809	1.303852557	1.445131866	1.546900595	1.700321458	5.61E+11	1.69E+12	1.90E+12	2.62E+12	4.81E+12	4.97E+15	1.13E+15	1.15E+15	2.24E+15	1.57E+15
b0757	eg10363	galk	galk galactokinase						1	0.851528419	0.825564262	0.746470911	0.595993628	0.420382251						9.06E+14	9.09E+14	1.40E+15	1.84E+15	1.51E+15
b1697	eg13976	ydiq																						
b2385	eg14153	ypdf																						
b0718	eg13313	ybgq																						
b1026	eg60023			1	0.486327474	0.273573425	0.266092546	0.196146024							5.34E+11									
b1757	eg14007	ynje	ynje rhodanese-like protein, function unknown	1	0.907519155	0.907519155	0.835087919		1	0.94954912	0.891328522	0.647445176								1.01E+15	5.78E+14	5.26E+14		
b3570	eg11360	bax		1	0.295248165	0.318640157	0.248273124	0.147624083							3.39E+12	1.18E+12	2.04E+12	1.80E+12	1.41E+12					
b0248	eg13336	yafx		1	0.40332088	0.378929142	0.353553391	0.348685917																
b0751	eg11700	pnuc		1	1.094293701	0.952637998	0.952637998	1.01395948							8.32E+11	1.30E+12	1.62E+12	1.96E+12	2.15E+12					
b0523	eg10793	pure	pure n5-carboxyaminoimidazole ribonucleotide (n-cair) mutase	1	0.291183397	1.424050196	1.802500925	2.158456473	1	1.535860289	1.656395306	1.790317697	2.433145972	2.658937119	5.00E+11		1.47E+12	2.01E+12	3.36E+12		2.26E+15	3.93E+14		1.16E+15
b2672	eg13285	ygam	ygam function unknown	1	0.683020128	0.503477775	0.460093825	0.358488812	1	0.59289783	0.347850111	0.562632507	0.498885272	0.401041451	3.89E+12	5.04E+12	3.38E+12	3.32E+12	3.65E+12		2.29E+15			3.55E+15
b3498	eg11441	prlc	prlc oligopeptidase a, zinc metalloprotease	1	0.870550563				1	0.809407312	0.833126272	1.014020074	1.081106099	1.13368061						6.54E+15	6.73E+15	5.88E+15	6.56E+15	5.16E+15
b1970	eg14046	hiuh		1		1.853176124	1.777685362	1.945309895	1		0	1.148667449												
b1696	eg13975	ydip		1	0.840896415	0.946057647	0.959264119	0.835087919																
b2826	eg12081	ppda		1	0.773782497																			
b1181	eg13895	ycgn		1	0.829319546	0.852634892	0.823591017	0.757858283																
b3564	eg11075	xylb	xylb d-xylulose kinase	1	0.986232704	0.790041312	0.747424624	0.726986259	1					0.446056954						9.14E+14	7.53E+14			1.53E+15
b1322	eg12870	ycjf		1	1.443929196	1.414213562	1.265756594																	
b1343	eg10210	dbpa		1	1.140763716	1.189207115		1.484523571															5.58E+14	
b2289	eg12123	lrha	lrha transcriptional repressor of flagellar and motility master regulator flhdc	1	1.140763716	0.61985385	0.50697974	0.373712312	1	1.050987322	0.811688408	0.734619511	0.385643884	0.313656688	4.67E+11	7.01E+11	6.70E+11	5.93E+11		1.32E+15	3.38E+15	3.72E+14	2.19E+14	1.71E+14
b2123	eg12004	yehr																						
b4029	eg11926	yjbh		1	0.659753955	0.615572207	0.628506687	0.611320139																
b2230	eg11142	yfaa																						
b1771	eg13483	ydjg																						
b2394;b0582;b0016	eg40012	insl																						
b3272	eg30091	rrff																						
b2483	eg14211	hyfc																						
b3853	eg30008	alat																						
b2522	eg11601	sseb		1	1.918528239	1.443929196	1.580082624	1.515716567								4.78E+11	5.70E+11	7.02E+11	8.60E+11					
b1086	eg11118	rluc	rluc 23s rrna pseudouridine synthase	1	0.52123288				1	1.088070907	1.090609799	1.06088663	1.125557173	1.172283995						2.31E+15	1.53E+15	1.65E+15	1.74E+15	1.47E+15
b3279	eg12838	yrda	yrda function unknown, low abundance protein	1	1.042465761	1.109569472	1.189207115	1.274560627	1	0.957696567	0.915864357	1.05429466	1.156076216	1.247180359	7.24E+11	7.45E+11	1.55E+12	1.84E+12	2.53E+12	4.60E+15	6.25E+15	2.28E+15	5.32E+15	1.59E+15
b1768	eg11135	pnca	pnca nicotinamide deamidase	1	0.852634892	1.148698355	1.156688184	1.414213562	1	0.881354693	0.827401095	0.827734322	0.897339249	0.848699899	4.50E+11		9.20E+11	1.17E+12	1.77E+12	1.79E+15		1.43E+15		
b4406	eg13222	yaep		1	0.752623374	0.91383145	0.840896415	0.570381858							1.33E+12		2.59E+12				3.96E+15	7.36E+15		
b2297	eg20173	pta	pta phosphotransacetylase. produces acetyl phosphate	1	0.726986259	0.870550563	0.784584098	0.806641759	1	0.888229529	0.722641988	0.791421742	0.622045752	0.545340014						4.06E+15	4.69E+15	3.33E+15	4.64E+15	2.47E+15
b1925	eg11388	flis	flis flagellar chaperone, inhibits premature flic assembly	1	1.705269784	1.394743666	1.404444876	0.812252396							1.04E+12	2.33E+12	2.94E+12	3.40E+12	2.85E+12	1.63E+15			1.33E+15	
b2629	eg13199	yfjm																						
b0342	eg10524	laca																						
b0654	eg12661	gltj	gltj glutamate-aspartate transport system membrane permease protein	1	1.986184991	1.071773463	1.00695555	0.965936329	1		1.19990224	1.117662563		0.4683127		5.37E+11				1.26E+15	1.42E+15		1.36E+15	
b4155	eg11211	poxa		1	0.747424624															3.26E+14				
b0215	eg10243	dnaq		1	0.469761375	1	0.959264119	0.683020128							4.50E+11		8.85E+11	8.79E+11		2.06E+15	1.16E+15	1.17E+15	1.60E+15	7.74E+14
b1203	eg11404	ychf	ychf putative dna-binding gtpase, obge paralog	1	0.632878297	1.580082624	1.741101127	2.128740365	1	1.266169359	1.598393706	1.642027933	1.872459083	2.1313269			6.01E+11	7.67E+11	1.26E+12	7.44E+15	7.65E+15	8.29E+15	8.89E+15	1.16E+16
b1913	eg11063	uvrc	uvrc excision nuclease subunit c	1	1.705269784	1.375541818	1.292352831	1.613283518	1	0.997778173	0	1.024339494	0.910747732	1.338490803						2.03E+14	9.66E+14	6.70E+14	6.70E+13	5.91E+14
b4143	eg10599	grol	grol chaperonin cpn60	1	0.795536484	0.939522749	0.870550563	0.594603558	1	0.901085634	0.843155407	0.88298312	0.819411935	0.558009546	7.72E+11	1.42E+12	1.28E+12	1.39E+12	1.23E+12	2.54E+16	3.61E+16	2.93E+16	2.96E+16	2.98E+16
b1835	eg14023	rsmf		1		1.366040257	1.453972517	1.729074463														5.66E+14		
b1952	eg12636	dsrb		1		0.895025071	1																	
b4662	eg14467	sgrt																						
b3114	eg12758	tdce																						
b2113	eg10611	mrp	mrp function unknown	1	1.292352831	1.591072968	1.670175839	1.892115293	1	1.033577485	1.015968153	1.136052272	1.195940626	1.517394056	2.89E+11	4.57E+11	8.29E+11	1.02E+12	1.45E+12	3.73E+15	5.60E+15	6.23E+15	3.65E+15	4.43E+15
b2734	eg13102	pphb		1				1.569168196																
b0862	eg11626	artq	artq arg periplasmic transport system	1	0.901250463	0.952637998	0.939522749	1.071773463															6.55E+14	
b1750	eg14000	ydjx																						
b4273;b3045;b2860;b1996;b1578;b1402;b0361	eg40004	insd																						
b3774	eg10495	ilvc	ilvc ketol-acid reductoisomerase	1	0.650670928	1.580082624	1.753211443	1.464085696	1	1.238212091	1.321004842	1.497714144	1.673362859	1.752386826	1.59E+12	2.02E+12	3.96E+12	4.87E+12	6.87E+12	4.65E+16	5.64E+16	5.62E+16	5.13E+16	4.80E+16
b4447	eg31160	sibd		1	0.535886731	0.493116352	0.574349177	0.460093825							1.66E+13	1.23E+13	1.74E+13	2.02E+13	2.23E+13					
b2277	eg11773	nuom																		1.46E+15	1.64E+15	1.05E+15		8.18E+14
b0662	eg13658	ubif	ubif 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	1	0.812252396	0.901250463	0.895025071	0.852634892	1	0.849229595	0	0.760439809	0.801005685	0.800606679						9.59E+14	1.56E+15	1.98E+15	6.62E+14	9.17E+14
b0298	eg60010																							
b1384	eg13422	fear		1	0.959264119	0.444421341	0.314253344	0.197510328																
b2423	eg10198	cysw		1	1.693490625	1.042465761	1.109569472	1.328685814							3.44E+11	9.89E+11	6.83E+11	8.69E+11	1.32E+12					
b2445	eg14175	yffn																						
b0849	eg10417	grxa							1	0.911473244	0.938232918	0.840873995	1.172458261	1.258584826						1.03E+16	7.44E+15	5.34E+15	1.55E+16	1.31E+16
b0335	eg13604	prpe		1	0.946057647										1.79E+11	2.25E+11								
b3181	eg10415	grea	grea transcript cleavage factor	1	0.965936329	1.385109468	1.443929196	1.484523571	1	0.99883478	1.013160254	1.046614277	1.025254504	0.987930801	4.99E+11		1.35E+12	1.39E+12	2.06E+12	3.79E+15	3.78E+15	3.15E+15	4.32E+15	1.97E+15
b0034	eg13451	caif																						
